dataset,source_version,role,source_label,mapping_status,target_class,source_path,local_file,sha256,dhash,format,mode,width,height,bytes,original_or_augmented,candidate_status
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (1022).jpg,EB/early-blight (1022).jpg,e4e1eb3f06e336ae66f7b0c3c21bbdff12246e19a7c2895a02fbb7ccfc2ef696,9e9e9e9e9e9e9e9e,JPEG,RGB,8160,3672,1945014,original,NEEDS_MANUAL_REVIEW
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (1023).jpg,EB/early-blight (1023).jpg,de85773a3d141705f52fdfd430827a91a737c0bc41c38d280e30759ab9756c5e,9e869e9e96968e9e,JPEG,RGB,1600,719,98169,original,NEEDS_MANUAL_REVIEW
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (1024).jpg,EB/early-blight (1024).jpg,a8133701b02306cec051e899aab1f6a45cb69b2eac7248970705c40a9f31fe9a,b4e3871a7874662d,JPEG,RGB,719,1600,102589,original,NEEDS_MANUAL_REVIEW
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (1025).jpg,EB/early-blight (1025).jpg,722ddd6054df8b6c27dafe2d1550c0642d9c7330715eb6ffb16a967ddd4faea9,7cfefab4de6cbc99,JPEG,RGB,8160,3672,1868156,original,APPROVED_CANDIDATE
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (1026).jpg,EB/early-blight (1026).jpg,93d9cd13b7408084aee6aff267ccccbe87b0092d7e66ab86921ac9427d19b3d6,0c029b11cbcb3dee,JPEG,RGB,719,1600,121217,original,APPROVED_CANDIDATE
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (1027).jpg,EB/early-blight (1027).jpg,595e642bb0fb0f56f290e923a2e3ac72f848a93d499419504b59c8d45c0e38b7,01001e3fc3870040,JPEG,RGB,719,1600,63660,original,APPROVED_CANDIDATE
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (1028).jpg,EB/early-blight (1028).jpg,0a77de005bc94528804778e569f7fff2391088c8d1427d7203c5edd96d693c25,9696969696969e9e,JPEG,RGB,8160,3672,1560810,original,NEEDS_MANUAL_REVIEW
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (1029).jpg,EB/early-blight (1029).jpg,a1ae33c268fbdf7f0653fa521787f6108328d961e0a81cb5aec59883d3049ca0,969e9e9e9e969696,JPEG,RGB,8160,3672,1476134,original,NEEDS_MANUAL_REVIEW
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (103).jpeg,EB/early-blight (103).jpeg,c93ff494a7a42c1d9c9da9c05cdf0e84f24a46e5c4fd6bc51b13235a5f158c63,292d3931878ed8f2,JPEG,RGB,719,1600,111981,original,NEEDS_MANUAL_REVIEW
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (103).jpg,EB/early-blight (103).jpg,806eb6e8b4dae1059a641852501caa7b2bb36828158bb3eab1ebbddf818fd9f9,f0c1a0a092c6c489,JPEG,RGB,8160,3672,1651508,original,APPROVED_CANDIDATE
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (1030).jpg,EB/early-blight (1030).jpg,e2dea227580159b0d171ac24107cf9a36737848113ef84b4443cd6de18e38c92,b7e1cdd1e3e27d4b,JPEG,RGB,719,1600,146568,original,APPROVED_CANDIDATE
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (1031).jpg,EB/early-blight (1031).jpg,ae265188a4c972fdabe470a5c69d0a4d066b87f24c45da975dd344746136a656,9696969696969696,JPEG,RGB,8160,3672,1375478,original,NEEDS_MANUAL_REVIEW
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (1032).jpg,EB/early-blight (1032).jpg,aed28ca3c7762ef973aacbee6c7d5477b7444e7e59e99b48fcc9b2383f0cb981,8e8e9e9e9e969686,JPEG,RGB,8160,3672,1213943,original,NEEDS_MANUAL_REVIEW
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (1033).jpg,EB/early-blight (1033).jpg,3fda5cfeebca1ea56d43784d04c876922f2c8593cbdeb38ca40376eea858ee13,fda7f3cdc37b56f4,JPEG,RGB,719,1600,98400,original,APPROVED_CANDIDATE
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (1034).jpg,EB/early-blight (1034).jpg,c1b71320c29efc490bef79dbf92fe8c774d0258f0c6af305e0c5f83d9779eb92,4401780e2e650020,JPEG,RGB,719,1600,76763,original,APPROVED_CANDIDATE
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (1035).jpg,EB/early-blight (1035).jpg,506c5dc30aac110d0f378294721ff3edb7c62bee95781c55dcd73c5104c328de,9696969696969696,JPEG,RGB,1600,719,63610,original,NEEDS_MANUAL_REVIEW
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (1036).jpg,EB/early-blight (1036).jpg,87398b60852b3b0f46b80d3429aaec1cf756a0a6b60584d80cccdcf8104fd07b,8686868686968686,JPEG,RGB,8160,3672,1769143,original,NEEDS_MANUAL_REVIEW
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (1037).jpg,EB/early-blight (1037).jpg,3ca3b1d6ed07664a5ad96e0556547bc6451a25c35c5774a77d825192f7cd91a9,0d3f3b301d42419a,JPEG,RGB,719,1600,101298,original,APPROVED_CANDIDATE
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (1038).jpg,EB/early-blight (1038).jpg,d8b2be8826acae5a340fc86f47aafc3c44fe2813875fecdcb33cd808a3fef7f5,23c17e43bf668f8c,JPEG,RGB,719,1600,126643,original,APPROVED_CANDIDATE
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (1039).jpg,EB/early-blight (1039).jpg,2741f2a409a625b097d026084deb44587d474bd2c2f3ca69539f91229349a14d,4401d3060b940082,JPEG,RGB,719,1600,70441,original,NEEDS_MANUAL_REVIEW
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (104).jpeg,EB/early-blight (104).jpeg,49bc325c6e43493b274621d7021cad190b67ef4960c7b4d4583e3726725a40dc,0b296961879ed8f2,JPEG,RGB,719,1600,111845,original,NEEDS_MANUAL_REVIEW
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (104).jpg,EB/early-blight (104).jpg,8b4238539e300895c52ea41f9656b0f22a7f424a5d3315afc018c318386e2b63,c1d171d1d1e16171,JPEG,RGB,1600,719,50330,original,NEEDS_MANUAL_REVIEW
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (1040).jpg,EB/early-blight (1040).jpg,4e266450ecb01146ca4165f40bad914e01cd3602df94256d6b50c58001a13744,9696969696969696,JPEG,RGB,1600,719,55429,original,NEEDS_MANUAL_REVIEW
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (1041).jpg,EB/early-blight (1041).jpg,eb7302889a001a85532a0fc502f2a62053eac2e43116b1a7005f86862ec71330,8000dd824e1e0008,JPEG,RGB,719,1600,89175,original,APPROVED_CANDIDATE
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (1042).jpg,EB/early-blight (1042).jpg,5a9d1ea7d68b77243a9afc47dc7a3d8d7a8dc66ff9588cf455e58fde032fcdcf,1b051c78b89ee667,JPEG,RGB,719,1600,118072,original,APPROVED_CANDIDATE
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (1043).jpg,EB/early-blight (1043).jpg,37412d7ff3abeef385a9e221f3d67a5f40974aed67530161e1fef68f34f42be3,9696969696969696,JPEG,RGB,8160,3672,1310969,original,NEEDS_MANUAL_REVIEW
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (1044).jpg,EB/early-blight (1044).jpg,5f674213904efc37a71ebbd25c403d3299f73f0f9451594d9c779dc89beb1b3d,20007cf7fdf80080,JPEG,RGB,719,1600,47799,original,NEEDS_MANUAL_REVIEW
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (1045).jpg,EB/early-blight (1045).jpg,74a60e6a019d5551b8cb7e57c0a3178e181d281caa3fc52b185582357948f9f1,9696969696969e96,JPEG,RGB,8160,3672,1522803,original,NEEDS_MANUAL_REVIEW
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (1046).jpg,EB/early-blight (1046).jpg,07ad84c46c37acf05eb36eedaead0ccbe18c9e1a070857abb428b1b53b1e36fd,8024a0b96f020040,JPEG,RGB,719,1600,78865,original,NEEDS_MANUAL_REVIEW
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (1047).jpg,EB/early-blight (1047).jpg,9bacff8cdff7f8fb0c9a43c5b1b9d15ac4acc77de3a66c425980e6f0b0011131,9696969696968696,JPEG,RGB,8160,3672,1768028,original,NEEDS_MANUAL_REVIEW
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (1048).jpg,EB/early-blight (1048).jpg,c9d503eea2ec1d555b20e9870f8da7d0e8f517ca819f1f2f670f1a42f587cfec,064e47263a3e9c0d,JPEG,RGB,3468,4624,1885514,original,APPROVED_CANDIDATE
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (1049).jpg,EB/early-blight (1049).jpg,a591a9362f694385a0ecb8be7302f9f9be9e3cf983020a09bd0fcb41bd9144d1,3000606f7b4b0011,JPEG,RGB,719,1600,61564,original,NEEDS_MANUAL_REVIEW
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (105).jpeg,EB/early-blight (105).jpeg,712809deda8df5f09afcdeaefd4c02c6fe1206c2c76e68a09b363dda80c1871b,0a09dbe1071e38d2,JPEG,RGB,719,1600,94767,original,APPROVED_CANDIDATE
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (105).jpg,EB/early-blight (105).jpg,196eee4684b8a35c7e56048fc24a062495d5a2a07f53b16fd2dec93154180b4d,7871616079696131,JPEG,RGB,8160,3672,2221114,original,APPROVED_CANDIDATE
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (1050).jpg,EB/early-blight (1050).jpg,3c47d67bbfccb10fcfcf89efc10325665c72d7e417d892f2848b23cdd962931c,9696969696969696,JPEG,RGB,8160,3672,881924,original,NEEDS_MANUAL_REVIEW
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (1051).jpg,EB/early-blight (1051).jpg,77fba5bfefc4354e36561c484062ef7be0ef5e21d69c583b448a9f1021955739,1990091349c480b1,JPEG,RGB,719,1600,102579,original,APPROVED_CANDIDATE
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (1052).jpg,EB/early-blight (1052).jpg,d0be9a9afa86d16198dee8c6d9728ec4d29c07d26e951040f59ca0db409e68c8,9e96969e96969696,JPEG,RGB,8160,3672,1305655,original,NEEDS_MANUAL_REVIEW
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (1053).jpg,EB/early-blight (1053).jpg,766acdf02735dd88b9a2b58136a65e33d2792b03ba4cfda26122fa0b22e414a4,20007cf7fdf80040,JPEG,RGB,719,1600,44532,original,NEEDS_MANUAL_REVIEW
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (1054).jpg,EB/early-blight (1054).jpg,abda0ba517c646e1bdc9dde239eaff2f5ca4af65d389f4e80fc1e005a92f7690,0000108080010000,JPEG,RGB,719,1600,40104,original,NEEDS_MANUAL_REVIEW
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (1055).jpg,EB/early-blight (1055).jpg,206205de1a20dbce4d4b832bffd29178b01ae3f5914689bab9ca868e89faa941,1200070b4c040004,JPEG,RGB,719,1600,66135,original,APPROVED_CANDIDATE
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (1056).jpg,EB/early-blight (1056).jpg,10cfe49ce1aa5a6a7ded605bc6fb508b16cee15df691bd8e8afbfc274df8eb63,9cbeb6be36374e48,JPEG,RGB,3468,4624,1710441,original,APPROVED_CANDIDATE
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (1057).jpg,EB/early-blight (1057).jpg,3c25ecbc81be367d164ae364e44c2f0146bd187c8d814608abf51e8d421efafb,0343e3e371391901,JPEG,RGB,1600,719,66048,original,APPROVED_CANDIDATE
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (1058).jpg,EB/early-blight (1058).jpg,4ebcf64d6a630c82208cc3f6cd157da0d05b17f10524b505200832117672b8c9,de1b131092163c19,JPEG,RGB,3468,4624,1277864,original,APPROVED_CANDIDATE
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (1059).jpg,EB/early-blight (1059).jpg,089ff5e0e77c77f94f83fa31d4e9552e883f947d57a4f6b96a9cdaee1acc9d20,16b6b23333333319,JPEG,RGB,1600,719,76647,original,APPROVED_CANDIDATE
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (106).jpeg,EB/early-blight (106).jpeg,e6cc156ccef0426756cd1431c192987a13acba9fe48454c754a6af69511d1e75,4b19d3e1871e38d0,JPEG,RGB,719,1600,95330,original,NEEDS_MANUAL_REVIEW
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (106).jpg,EB/early-blight (106).jpg,be6b8b9bd145e9c659bf1aa05fefe809a4e0800c531c4506464bd16a968f1226,9e9e9e9e9e96969e,JPEG,RGB,8160,3672,1965423,original,NEEDS_MANUAL_REVIEW
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (1060).jpg,EB/early-blight (1060).jpg,8c793b3b324cca15542733135ce0079bf3a16a364b87cf650e366de11caecc8d,76f48c7b3c991e9e,JPEG,RGB,719,1600,128772,original,APPROVED_CANDIDATE
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (1061).jpg,EB/early-blight (1061).jpg,e5a6e805ac3b9034e9b62bd619959b27cef3dbb33a3ea121341c9ffd41ea22a3,1c8f0120d8e02403,JPEG,RGB,719,1600,72885,original,APPROVED_CANDIDATE
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (1062).jpg,EB/early-blight (1062).jpg,ce4ee9b7c475edb8e27f79151c726cdac614bd4daadd9ca3f76ecf3901802cb6,11401e0fc1da4002,JPEG,RGB,719,1600,90062,original,APPROVED_CANDIDATE
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (1063).jpg,EB/early-blight (1063).jpg,b9fb1a076d08283e90fd9249b9ac8677c20979a4243318cdb1c566b5662f11d0,a3c75162b4e29a98,JPEG,RGB,719,1600,147251,original,APPROVED_CANDIDATE
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (1064).jpg,EB/early-blight (1064).jpg,cd305db2b4164d117423e23b72604491b648c8d0acee22198c54aa8963227885,22006d2e0e780128,JPEG,RGB,719,1600,80970,original,APPROVED_CANDIDATE
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (1065).jpg,EB/early-blight (1065).jpg,d89f212e2a0195685db5ef5753281a90794b6ab9a8e75171c0f9516b76c69813,9696968686968696,JPEG,RGB,8160,3672,1149593,original,NEEDS_MANUAL_REVIEW
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (1066).jpg,EB/early-blight (1066).jpg,b3531fe52d3b1777623ec184ecd13ca600270445b97b984ad6f3eef9dc61af45,71f9fcecbcdc79b2,JPEG,RGB,8160,3672,2175887,original,NEEDS_MANUAL_REVIEW
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (1067).jpg,EB/early-blight (1067).jpg,74c5ffeec489e261772d8af6e36e5fa97e6c53294c8b1ae6a93f3f7d706d66e1,0100060963010060,JPEG,RGB,719,1600,63177,original,NEEDS_MANUAL_REVIEW
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (1068).jpg,EB/early-blight (1068).jpg,703a6d124240c74bbcdb2abc7f4413de03883e59309701103338b1e45343735a,8686969686868e86,JPEG,RGB,1600,719,97155,original,NEEDS_MANUAL_REVIEW
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (1069).jpg,EB/early-blight (1069).jpg,50e150ec09bc4815699922ec2239fea3fc7fd2b7088a9062a7d4d8e9b39370c9,b866c2e376149367,JPEG,RGB,719,1600,144898,original,APPROVED_CANDIDATE
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (107).jpeg,EB/early-blight (107).jpeg,8f7f46727c1ab70f63d02f34a9db2195b01d5a42789cd37436fb87187bc2253c,0a296961a79ed8f2,JPEG,RGB,719,1600,113447,original,NEEDS_MANUAL_REVIEW
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (107).jpg,EB/early-blight (107).jpg,e26dd59e4787f27d6bebe1db8d83bf14e236d8a18f0a592d093b6d5978ab65e1,1211307060602020,JPEG,RGB,1600,719,50376,original,NEEDS_MANUAL_REVIEW
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (1070).jpg,EB/early-blight (1070).jpg,56e06756855a7ebdc45d570262881e9b9ec22e9d61aa9b28a972bab3f6890b79,9e969696969e9e8e,JPEG,RGB,8160,3672,1951234,original,NEEDS_MANUAL_REVIEW
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (1071).jpg,EB/early-blight (1071).jpg,ddceda4ebc3b36ca8f60126b13816941701103285083c7e3ae78615b4faff5ad,00000ff8feff0008,JPEG,RGB,719,1600,46491,original,APPROVED_CANDIDATE
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (1072).jpg,EB/early-blight (1072).jpg,98e6ba871e7557646b90d08ebc6c6a9a18e8326be674bc33aaa2e450ac67a9cd,9696969696869696,JPEG,RGB,8160,3672,1376702,original,NEEDS_MANUAL_REVIEW
