dataset,source_version,role,source_label,mapping_status,target_class,source_path,local_file,sha256,dhash,format,mode,width,height,bytes,original_or_augmented,candidate_status
Seasonal Corn Leaf Disease Dataset,1,training_candidate,Bacterial Leaf Streak,NOT_SUPPORTED,,Final corn dataset/Bacterial Leaf Streak/DSC_1012.JPG,Final corn dataset/Bacterial Leaf Streak/DSC_1012.JPG,67133eba8e417399ec3dd64120e86d60f1c19c3a4239ba3e1b833c300e386293,838323637379781d,JPEG,RGB,4032,3024,3362370,original,NOT_SUPPORTED
Seasonal Corn Leaf Disease Dataset,1,training_candidate,Bacterial Leaf Streak,NOT_SUPPORTED,,Final corn dataset/Bacterial Leaf Streak/DSC_1013.JPG,Final corn dataset/Bacterial Leaf Streak/DSC_1013.JPG,e6eb4c19b87e20de3663fef82f2685cd604a09094f02afe90272c138bf03ca0a,e9cac4b0d3c9f63c,JPEG,RGB,4032,3024,3183288,original,NOT_SUPPORTED
Seasonal Corn Leaf Disease Dataset,1,training_candidate,Bacterial Leaf Streak,NOT_SUPPORTED,,Final corn dataset/Bacterial Leaf Streak/DSC_1014.JPG,Final corn dataset/Bacterial Leaf Streak/DSC_1014.JPG,9fb98172e6d36507624a939b9016f26ab9ee1818d59a71ff670a690585dc8d4e,2585363664241e5c,JPEG,RGB,4032,3024,2904262,original,NOT_SUPPORTED
Seasonal Corn Leaf Disease Dataset,1,training_candidate,Bacterial Leaf Streak,NOT_SUPPORTED,,Final corn dataset/Bacterial Leaf Streak/DSC_1015.JPG,Final corn dataset/Bacterial Leaf Streak/DSC_1015.JPG,14465d58b5cf0d81080c963f659df22600c5e40f2948ddfce93d85ab3ee86e4d,2f4373bf9c9d1d19,JPEG,RGB,4032,3024,3552911,original,NOT_SUPPORTED
Seasonal Corn Leaf Disease Dataset,1,training_candidate,Bacterial Leaf Streak,NOT_SUPPORTED,,Final corn dataset/Bacterial Leaf Streak/DSC_1016.JPG,Final corn dataset/Bacterial Leaf Streak/DSC_1016.JPG,9b21ce80bf74a3830bca35b7a397c07920da841316819c59016550c84b268932,2726733333938303,JPEG,RGB,4032,3024,3196039,original,NOT_SUPPORTED
Seasonal Corn Leaf Disease Dataset,1,training_candidate,Bacterial Leaf Streak,NOT_SUPPORTED,,Final corn dataset/Bacterial Leaf Streak/DSC_1017.JPG,Final corn dataset/Bacterial Leaf Streak/DSC_1017.JPG,ba213b0e572feeed2f00914da8dc5751582bdaf06cbaf1d531637b9466530d70,f3f1ecf8f1cfcfea,JPEG,RGB,4032,3024,3466246,original,NOT_SUPPORTED
Seasonal Corn Leaf Disease Dataset,1,training_candidate,Bacterial Leaf Streak,NOT_SUPPORTED,,Final corn dataset/Bacterial Leaf Streak/DSC_1018.JPG,Final corn dataset/Bacterial Leaf Streak/DSC_1018.JPG,3bb16ec9f7003b728546697eb7ebe045083fc2d4a0ed4ba8c4af247f70087519,d5f773c3950bcbe3,JPEG,RGB,4032,3024,2810980,original,NOT_SUPPORTED
Seasonal Corn Leaf Disease Dataset,1,training_candidate,Bacterial Leaf Streak,NOT_SUPPORTED,,Final corn dataset/Bacterial Leaf Streak/DSC_1019.JPG,Final corn dataset/Bacterial Leaf Streak/DSC_1019.JPG,7ba7bed7848630ef0541fa35b6664304e47093fd920e0e1725779004e1b53d04,ed3f3e3f3c3c1ec1,JPEG,RGB,4032,3024,3755311,original,NOT_SUPPORTED
Seasonal Corn Leaf Disease Dataset,1,training_candidate,Bacterial Leaf Streak,NOT_SUPPORTED,,Final corn dataset/Bacterial Leaf Streak/DSC_1020.JPG,Final corn dataset/Bacterial Leaf Streak/DSC_1020.JPG,33ef69cd9618441368167fc57b11a7fed2408929802cc05a4ec7a62d92963d2b,1d3d5c5c5f7f5f1f,JPEG,RGB,4032,3024,3236336,original,NOT_SUPPORTED
Seasonal Corn Leaf Disease Dataset,1,training_candidate,Bacterial Leaf Streak,NOT_SUPPORTED,,Final corn dataset/Bacterial Leaf Streak/DSC_1021.JPG,Final corn dataset/Bacterial Leaf Streak/DSC_1021.JPG,b0d4f7eff6cf3a594f87b20c32bd2e6425d23614e105385e623b657556344b01,7e2707474f0f0f0f,JPEG,RGB,4032,3024,3534151,original,NOT_SUPPORTED
Seasonal Corn Leaf Disease Dataset,1,training_candidate,Bacterial Leaf Streak,NOT_SUPPORTED,,Final corn dataset/Bacterial Leaf Streak/DSC_1022.JPG,Final corn dataset/Bacterial Leaf Streak/DSC_1022.JPG,6a2904c91ff2dca5856f8492f339bd94fb9bace34e14629890426ed741d77ad1,1f2f0f0f0f0f1f1f,JPEG,RGB,4032,3024,2995965,original,NOT_SUPPORTED
Seasonal Corn Leaf Disease Dataset,1,training_candidate,Bacterial Leaf Streak,NOT_SUPPORTED,,Final corn dataset/Bacterial Leaf Streak/DSC_1023.JPG,Final corn dataset/Bacterial Leaf Streak/DSC_1023.JPG,3387f29d384a51caf103cd89bc4d05873e2494d40ab7d2cbe5522c244bceeb17,e67ebfbd3d37b3f3,JPEG,RGB,4032,3024,3860186,original,NOT_SUPPORTED
Seasonal Corn Leaf Disease Dataset,1,training_candidate,Bacterial Leaf Streak,NOT_SUPPORTED,,Final corn dataset/Bacterial Leaf Streak/DSC_1024.JPG,Final corn dataset/Bacterial Leaf Streak/DSC_1024.JPG,92cfe4fc33badbdd2a15a405245db607ec58481a2bf37b5d0f4f463d828c6b0c,dfcb8b8f8f8b9b9f,JPEG,RGB,4032,3024,3351874,original,NOT_SUPPORTED
Seasonal Corn Leaf Disease Dataset,1,training_candidate,Bacterial Leaf Streak,NOT_SUPPORTED,,Final corn dataset/Bacterial Leaf Streak/DSC_1025.JPG,Final corn dataset/Bacterial Leaf Streak/DSC_1025.JPG,5a6b83eb7c8891c651a005689c188dbd4339904d2d6f4550aeebfcbfd227d35e,e6734f79fdd95997,JPEG,RGB,4032,3024,3849828,original,NOT_SUPPORTED
Seasonal Corn Leaf Disease Dataset,1,training_candidate,Bacterial Leaf Streak,NOT_SUPPORTED,,Final corn dataset/Bacterial Leaf Streak/DSC_1026.JPG,Final corn dataset/Bacterial Leaf Streak/DSC_1026.JPG,34d42ad65f1b4ca89de71823f4c295dca9d6be05d69f8b5162ee375edf02579d,1d15141557570303,JPEG,RGB,4032,3024,3757772,original,NOT_SUPPORTED
Seasonal Corn Leaf Disease Dataset,1,training_candidate,Bacterial Leaf Streak,NOT_SUPPORTED,,Final corn dataset/Bacterial Leaf Streak/DSC_1027.JPG,Final corn dataset/Bacterial Leaf Streak/DSC_1027.JPG,06b8ae75629f4f3bf8fad6ec21474d67ce0406ebad0938b717bf303d8ecd6e75,ffdfdfbf7f1f93f3,JPEG,RGB,4032,3024,3507036,original,NOT_SUPPORTED
Seasonal Corn Leaf Disease Dataset,1,training_candidate,Bacterial Leaf Streak,NOT_SUPPORTED,,Final corn dataset/Bacterial Leaf Streak/DSC_1029.JPG,Final corn dataset/Bacterial Leaf Streak/DSC_1029.JPG,a9456814d80a4abe1f1fe0c09d50b7a458ee06ee64a9ca0acf18793276f6a054,a1e379fbffffcecf,JPEG,RGB,4032,3024,3024669,original,NOT_SUPPORTED
Seasonal Corn Leaf Disease Dataset,1,training_candidate,Bacterial Leaf Streak,NOT_SUPPORTED,,Final corn dataset/Bacterial Leaf Streak/DSC_1030.JPG,Final corn dataset/Bacterial Leaf Streak/DSC_1030.JPG,1e347413774ede2b6cea58c679c79e92359843004a8b61cae63fab7b7e7eb3b5,f97c7e3f7f7b39a1,JPEG,RGB,4032,3024,4257484,original,NOT_SUPPORTED
Seasonal Corn Leaf Disease Dataset,1,training_candidate,Bacterial Leaf Streak,NOT_SUPPORTED,,Final corn dataset/Bacterial Leaf Streak/DSC_1031.JPG,Final corn dataset/Bacterial Leaf Streak/DSC_1031.JPG,4f056c3bebc4487971ee97a5c60eff11fa6a0e7c918ee346cd80834c05cc675c,cac933e79ffffffd,JPEG,RGB,4032,3024,3770185,original,NOT_SUPPORTED
Seasonal Corn Leaf Disease Dataset,1,training_candidate,Bacterial Leaf Streak,NOT_SUPPORTED,,Final corn dataset/Bacterial Leaf Streak/DSC_1032.JPG,Final corn dataset/Bacterial Leaf Streak/DSC_1032.JPG,355dcd630c294da61fb138847410078bf72f59fa9c78824ef889c0e0c40f03cf,87e7f0ed671e7677,JPEG,RGB,4032,3024,3836731,original,NOT_SUPPORTED
Seasonal Corn Leaf Disease Dataset,1,training_candidate,Bacterial Leaf Streak,NOT_SUPPORTED,,Final corn dataset/Bacterial Leaf Streak/DSC_1033.JPG,Final corn dataset/Bacterial Leaf Streak/DSC_1033.JPG,42d1df2ca9c33af5fcd964d95f5fea1f37e698748d0629095677c836f426beb1,e52505af8f0f2f6f,JPEG,RGB,4032,3024,3923501,original,NOT_SUPPORTED
Seasonal Corn Leaf Disease Dataset,1,training_candidate,Bacterial Leaf Streak,NOT_SUPPORTED,,Final corn dataset/Bacterial Leaf Streak/DSC_1034.JPG,Final corn dataset/Bacterial Leaf Streak/DSC_1034.JPG,dd6b47a73f251367d675c6d86f7c14d5eee8a25abb9c744ec1be410704edc865,d99ac68089899bde,JPEG,RGB,4032,3024,4331785,original,NOT_SUPPORTED
Seasonal Corn Leaf Disease Dataset,1,training_candidate,Bacterial Leaf Streak,NOT_SUPPORTED,,Final corn dataset/Bacterial Leaf Streak/DSC_1035.JPG,Final corn dataset/Bacterial Leaf Streak/DSC_1035.JPG,fb9c2c07d7bc84a729c0df73dc66ee8dfe16f03ae96f3aaef61a8a8046afcdf0,4fee6dfbfffd7f37,JPEG,RGB,4032,3024,3894990,original,NOT_SUPPORTED
Seasonal Corn Leaf Disease Dataset,1,training_candidate,Bacterial Leaf Streak,NOT_SUPPORTED,,Final corn dataset/Bacterial Leaf Streak/DSC_1036.JPG,Final corn dataset/Bacterial Leaf Streak/DSC_1036.JPG,6852df95cebd5728d824ad977b4a470dfcc0ef01fc4b23e55ea8e2d050c2387e,3e2e0ea791911597,JPEG,RGB,4032,3024,3556337,original,NOT_SUPPORTED
Seasonal Corn Leaf Disease Dataset,1,training_candidate,Bacterial Leaf Streak,NOT_SUPPORTED,,Final corn dataset/Bacterial Leaf Streak/DSC_1037.JPG,Final corn dataset/Bacterial Leaf Streak/DSC_1037.JPG,d190f0fd37eebe285d2be84563df697f3c12d4f4a4f7535112362b2b2854f626,e73c1e1f1d6f86a0,JPEG,RGB,4032,3024,4103379,original,NOT_SUPPORTED
Seasonal Corn Leaf Disease Dataset,1,training_candidate,Bacterial Leaf Streak,NOT_SUPPORTED,,Final corn dataset/Bacterial Leaf Streak/DSC_1038.JPG,Final corn dataset/Bacterial Leaf Streak/DSC_1038.JPG,d3d585156588a1eec66e529811cc336887a30112c7817283a75ce685f106f093,0e3b7c1e3f3f1fc6,JPEG,RGB,4032,3024,3114710,original,NOT_SUPPORTED
Seasonal Corn Leaf Disease Dataset,1,training_candidate,Bacterial Leaf Streak,NOT_SUPPORTED,,Final corn dataset/Bacterial Leaf Streak/DSC_1039.JPG,Final corn dataset/Bacterial Leaf Streak/DSC_1039.JPG,99d6341d90fab4462a93c9af751e12b51b3ee3d306187eea676917ae7c5993d8,193dbc9c1c0e0e16,JPEG,RGB,4032,3024,2928887,original,NOT_SUPPORTED
Seasonal Corn Leaf Disease Dataset,1,training_candidate,Bacterial Leaf Streak,NOT_SUPPORTED,,Final corn dataset/Bacterial Leaf Streak/DSC_1040.JPG,Final corn dataset/Bacterial Leaf Streak/DSC_1040.JPG,aea26fbeff349b1432b38bb2c274c617e9ca9b7bb24023b5a2f8c50a5b29eb09,f0fd9f9f9f1f72fa,JPEG,RGB,4032,3024,3844749,original,NOT_SUPPORTED
Seasonal Corn Leaf Disease Dataset,1,training_candidate,Bacterial Leaf Streak,NOT_SUPPORTED,,Final corn dataset/Bacterial Leaf Streak/DSC_1041.JPG,Final corn dataset/Bacterial Leaf Streak/DSC_1041.JPG,3692660c38611c34fd3ebad1410d9cac9b832a48f1ff35d429948761ced7e409,7e7e3e3f3f1e1e9e,JPEG,RGB,4032,3024,3391194,original,NOT_SUPPORTED
Seasonal Corn Leaf Disease Dataset,1,training_candidate,Bacterial Leaf Streak,NOT_SUPPORTED,,Final corn dataset/Bacterial Leaf Streak/DSC_1042.JPG,Final corn dataset/Bacterial Leaf Streak/DSC_1042.JPG,5e71ff53136955d4762e94281229bd6845abb463b94f2fd951338d97bc15d886,60001820cc686316,JPEG,RGB,4032,3024,4135110,original,NOT_SUPPORTED
Seasonal Corn Leaf Disease Dataset,1,training_candidate,Bacterial Leaf Streak,NOT_SUPPORTED,,Final corn dataset/Bacterial Leaf Streak/DSC_1043.JPG,Final corn dataset/Bacterial Leaf Streak/DSC_1043.JPG,a68f9058f1ce3ef9e6564570158c0243b0a7e913ca330107020c7d60735148b8,3f3f36763e3e372d,JPEG,RGB,4032,3024,3654874,original,NOT_SUPPORTED
Seasonal Corn Leaf Disease Dataset,1,training_candidate,Bacterial Leaf Streak,NOT_SUPPORTED,,Final corn dataset/Bacterial Leaf Streak/DSC_1044.JPG,Final corn dataset/Bacterial Leaf Streak/DSC_1044.JPG,460ea0d9238d25c1c9a24b34fcb0104ea0d5542d6398c17d60fb64de9581c234,efff371f1fbf3fc7,JPEG,RGB,4032,3024,4055422,original,NOT_SUPPORTED
Seasonal Corn Leaf Disease Dataset,1,training_candidate,Bacterial Leaf Streak,NOT_SUPPORTED,,Final corn dataset/Bacterial Leaf Streak/DSC_1045.JPG,Final corn dataset/Bacterial Leaf Streak/DSC_1045.JPG,c8b389fa584f75f52024e9ace372df8dd1b131c4e731ada96e09d4fd8b3e6fa9,133f1f3f3f4fc190,JPEG,RGB,4032,3024,3775144,original,NOT_SUPPORTED
Seasonal Corn Leaf Disease Dataset,1,training_candidate,Bacterial Leaf Streak,NOT_SUPPORTED,,Final corn dataset/Bacterial Leaf Streak/DSC_1046.JPG,Final corn dataset/Bacterial Leaf Streak/DSC_1046.JPG,78546533bf8f24a5c1d51f70f327161fc6532d724ca3e3437a4be97fab2ece8c,62023faf9f9f0747,JPEG,RGB,4032,3024,3212232,original,NOT_SUPPORTED
Seasonal Corn Leaf Disease Dataset,1,training_candidate,Bacterial Leaf Streak,NOT_SUPPORTED,,Final corn dataset/Bacterial Leaf Streak/DSC_1047.JPG,Final corn dataset/Bacterial Leaf Streak/DSC_1047.JPG,cc0747d872a25f15697e7c9730196b2ad42bf77d2a15c9889091fdec991efc63,888f07030f2f0f0f,JPEG,RGB,4032,3024,3568097,original,NOT_SUPPORTED
Seasonal Corn Leaf Disease Dataset,1,training_candidate,Bacterial Leaf Streak,NOT_SUPPORTED,,Final corn dataset/Bacterial Leaf Streak/DSC_1048.JPG,Final corn dataset/Bacterial Leaf Streak/DSC_1048.JPG,66afdbb530e8c54dfa59fe3879834ce8417681a71b88510ba5440a13dbe46bb4,0d4dcd0341094b1f,JPEG,RGB,4032,3024,3029117,original,NOT_SUPPORTED
Seasonal Corn Leaf Disease Dataset,1,training_candidate,Bacterial Leaf Streak,NOT_SUPPORTED,,Final corn dataset/Bacterial Leaf Streak/DSC_1049.JPG,Final corn dataset/Bacterial Leaf Streak/DSC_1049.JPG,e3e42aababfe24f3762d3a792853e2c9e7565fe2601951100d0afdbd54e3c32e,39180c01031e1c38,JPEG,RGB,4032,3024,2667849,original,NOT_SUPPORTED
Seasonal Corn Leaf Disease Dataset,1,training_candidate,Bacterial Leaf Streak,NOT_SUPPORTED,,Final corn dataset/Bacterial Leaf Streak/DSC_1050.JPG,Final corn dataset/Bacterial Leaf Streak/DSC_1050.JPG,f4371aa32af595f042fe8f7314df2f49f30cabdf7af95b4c0dee2336a879c733,b2bce4ff374f4ff3,JPEG,RGB,4032,3024,3416783,original,NOT_SUPPORTED
Seasonal Corn Leaf Disease Dataset,1,training_candidate,Bacterial Leaf Streak,NOT_SUPPORTED,,Final corn dataset/Bacterial Leaf Streak/DSC_1051.JPG,Final corn dataset/Bacterial Leaf Streak/DSC_1051.JPG,316289a7666941d98448364d529447f6026ae10df0a727746215fd2460d450ab,3938b83ebc5c2d9d,JPEG,RGB,4032,3024,3628741,original,NOT_SUPPORTED
Seasonal Corn Leaf Disease Dataset,1,training_candidate,Bacterial Leaf Streak,NOT_SUPPORTED,,Final corn dataset/Bacterial Leaf Streak/DSC_1052.JPG,Final corn dataset/Bacterial Leaf Streak/DSC_1052.JPG,b554bcda8d7e0c253edca45fb8ed36f204b77e73271cac6cc544fa27034d14e8,e7cf87270e1d3336,JPEG,RGB,4032,3024,3776171,original,NOT_SUPPORTED
Seasonal Corn Leaf Disease Dataset,1,training_candidate,Bacterial Leaf Streak,NOT_SUPPORTED,,Final corn dataset/Bacterial Leaf Streak/DSC_1053.JPG,Final corn dataset/Bacterial Leaf Streak/DSC_1053.JPG,4ef94fd13a2640720e6aa8b3358593876801bd1977184b5e262ed03d023e9010,8c961b1f1b190910,JPEG,RGB,4032,3024,4464557,original,NOT_SUPPORTED
Seasonal Corn Leaf Disease Dataset,1,training_candidate,Bacterial Leaf Streak,NOT_SUPPORTED,,Final corn dataset/Bacterial Leaf Streak/DSC_1054.JPG,Final corn dataset/Bacterial Leaf Streak/DSC_1054.JPG,a27abf0ff0fa23e1b972d994f76b9d2c29f24e501d6291193ef18f7e4c30205d,81810b0b13133327,JPEG,RGB,4032,3024,3740285,original,NOT_SUPPORTED
Seasonal Corn Leaf Disease Dataset,1,training_candidate,Bacterial Leaf Streak,NOT_SUPPORTED,,Final corn dataset/Bacterial Leaf Streak/DSC_1055.JPG,Final corn dataset/Bacterial Leaf Streak/DSC_1055.JPG,7642113c9c28e40b42d5f9a9acb0492ef28307211d593ed9256cfca9872c24b3,78d9c337373d4b24,JPEG,RGB,4032,3024,3244236,original,NOT_SUPPORTED
Seasonal Corn Leaf Disease Dataset,1,training_candidate,Bacterial Leaf Streak,NOT_SUPPORTED,,Final corn dataset/Bacterial Leaf Streak/DSC_1056.JPG,Final corn dataset/Bacterial Leaf Streak/DSC_1056.JPG,a66412d2b31b5e00e8784b4891e8f20ef36f5d5da4d3f8d4f073de27d7b6ded5,bc9b1f1f0e0e4e9b,JPEG,RGB,4032,3024,3532670,original,NOT_SUPPORTED
Seasonal Corn Leaf Disease Dataset,1,training_candidate,Bacterial Leaf Streak,NOT_SUPPORTED,,Final corn dataset/Bacterial Leaf Streak/DSC_1057.JPG,Final corn dataset/Bacterial Leaf Streak/DSC_1057.JPG,abde68e25a10188804aa489cc418787bd98a8172e93feaff61e356effec933f7,363f7bfbfffff6ce,JPEG,RGB,4032,3024,2918664,original,NOT_SUPPORTED
Seasonal Corn Leaf Disease Dataset,1,training_candidate,Bacterial Leaf Streak,NOT_SUPPORTED,,Final corn dataset/Bacterial Leaf Streak/DSC_1058.JPG,Final corn dataset/Bacterial Leaf Streak/DSC_1058.JPG,c3052303b4ab853272e734d5236bce962270d1a386405c2508c1bf4ea23a938f,1e5f1f2f2f178bcf,JPEG,RGB,4032,3024,3562081,original,NOT_SUPPORTED
Seasonal Corn Leaf Disease Dataset,1,training_candidate,Bacterial Leaf Streak,NOT_SUPPORTED,,Final corn dataset/Bacterial Leaf Streak/DSC_1059.JPG,Final corn dataset/Bacterial Leaf Streak/DSC_1059.JPG,d284e6529bc00563c45576eb53b1c10899b323ceeb6dac36c8415b6d6a9384c5,e8c39be9677bf25e,JPEG,RGB,4032,3024,3614065,original,NOT_SUPPORTED
Seasonal Corn Leaf Disease Dataset,1,training_candidate,Bacterial Leaf Streak,NOT_SUPPORTED,,Final corn dataset/Bacterial Leaf Streak/DSC_1060.JPG,Final corn dataset/Bacterial Leaf Streak/DSC_1060.JPG,b4912d18b012b25ca58e001e8a78efbd1128f74887c791728dfac801ba2830bf,91c79f3ffffffef3,JPEG,RGB,4032,3024,3979497,original,NOT_SUPPORTED
Seasonal Corn Leaf Disease Dataset,1,training_candidate,Bacterial Leaf Streak,NOT_SUPPORTED,,Final corn dataset/Bacterial Leaf Streak/DSC_1061.JPG,Final corn dataset/Bacterial Leaf Streak/DSC_1061.JPG,87a5f48ff9f8f67a48062b0aea6c0cd5a3b0a216ea40977a699f1dd4a94d9c1e,ddd95c0e8dc7959d,JPEG,RGB,4032,3024,3643443,original,NOT_SUPPORTED
Seasonal Corn Leaf Disease Dataset,1,training_candidate,Bacterial Leaf Streak,NOT_SUPPORTED,,Final corn dataset/Bacterial Leaf Streak/DSC_1062.JPG,Final corn dataset/Bacterial Leaf Streak/DSC_1062.JPG,e9db5caaa9e06d444c2b454ff08a2a827b8e832634a165a791548dba5f41db47,bcbdf9fcfc70bccc,JPEG,RGB,4032,3024,4646813,original,NOT_SUPPORTED
Seasonal Corn Leaf Disease Dataset,1,training_candidate,Bacterial Leaf Streak,NOT_SUPPORTED,,Final corn dataset/Bacterial Leaf Streak/DSC_1063.JPG,Final corn dataset/Bacterial Leaf Streak/DSC_1063.JPG,dddae13886ba75a2e0f311f9836af941e9da3891b015eaec94f87601da1c3902,3d79537ffcfffff3,JPEG,RGB,4032,3024,3529647,original,NOT_SUPPORTED
Seasonal Corn Leaf Disease Dataset,1,training_candidate,Bacterial Leaf Streak,NOT_SUPPORTED,,Final corn dataset/Bacterial Leaf Streak/DSC_1064.JPG,Final corn dataset/Bacterial Leaf Streak/DSC_1064.JPG,4e630c78d4a7ef4d369e6f9504b80d83ef348335c8fe3068d53d94f596cc94dd,8386820a8c9cde4e,JPEG,RGB,4032,3024,3352253,original,NOT_SUPPORTED
Seasonal Corn Leaf Disease Dataset,1,training_candidate,Bacterial Leaf Streak,NOT_SUPPORTED,,Final corn dataset/Bacterial Leaf Streak/DSC_1065.JPG,Final corn dataset/Bacterial Leaf Streak/DSC_1065.JPG,3ce87cdd172cb2fac14736f3ce65808b0de6aeb6ed2f692471338d2c722bacc4,cf5a42891993bf65,JPEG,RGB,4032,3024,2898139,original,NOT_SUPPORTED
Seasonal Corn Leaf Disease Dataset,1,training_candidate,Bacterial Leaf Streak,NOT_SUPPORTED,,Final corn dataset/Bacterial Leaf Streak/DSC_1066.JPG,Final corn dataset/Bacterial Leaf Streak/DSC_1066.JPG,69348bb4e32035e0ec21aa67c48a13b91d713ed4ce2e11e1e82267d742558f0f,8f97060486074706,JPEG,RGB,4032,3024,3386257,original,NOT_SUPPORTED
Seasonal Corn Leaf Disease Dataset,1,training_candidate,Bacterial Leaf Streak,NOT_SUPPORTED,,Final corn dataset/Bacterial Leaf Streak/DSC_1067.JPG,Final corn dataset/Bacterial Leaf Streak/DSC_1067.JPG,1b428ff62a53c8bb045ab672a274ba3381aad67c00b4915e0c9afb39c708197a,843ffffffbfff3f9,JPEG,RGB,4032,3024,4310000,original,NOT_SUPPORTED
Seasonal Corn Leaf Disease Dataset,1,training_candidate,Bacterial Leaf Streak,NOT_SUPPORTED,,Final corn dataset/Bacterial Leaf Streak/DSC_1068.JPG,Final corn dataset/Bacterial Leaf Streak/DSC_1068.JPG,514aaee1037ff1f1972308ea4cc3c66ad247d8977498fca0b08cc332a2f4156e,e36167f7ff7f7f7c,JPEG,RGB,4032,3024,3436039,original,NOT_SUPPORTED
Seasonal Corn Leaf Disease Dataset,1,training_candidate,Bacterial Leaf Streak,NOT_SUPPORTED,,Final corn dataset/Bacterial Leaf Streak/DSC_1069.JPG,Final corn dataset/Bacterial Leaf Streak/DSC_1069.JPG,4fba970e292600a703c4d1d604adbe8c049ce7eb97876c1aca427fee13feb1e3,5e1c8ce45727263d,JPEG,RGB,4032,3024,3516574,original,NOT_SUPPORTED
